7.53E+17,2638864239,Loba_Del_Luna,"Pets are like potato chips; you can't just have one ! 

#cats #dogs #animals #animalwelfare #animallovers",#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/738421606192709632/VlnvgSpu_normal.jpg,,,,,,,,
7.53E+17,139461658,annembee,"RT @AnimalsCampaign: #AnimalWelfare 
?
This Photo Reminds Us WHY Fighting For Animals Is So Important????????
?????????https://t.co/J54mBBv0lE https://…",#animalwelfare,ANIMAL,0,69,https://pbs.twimg.com/profile_images/730137587520786432/EIMbc8Cm_normal.jpg,,,,,,,,
7.53E+17,4869210983,Islands_of_Cats,"Cats Are Living Longer,Healthier Lives,Says Best Study https://t.co/jVfDSJKczi islandsofcats #cats #catnews #CatsofTwitter #animalwelfare",#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/378800000666060760/138c8b9ceac3d67e6eb90231ecd2a2fa_normal.jpeg,,,,,,,,
7.53E+17,436893935,MaxForeman1,But but but I don't want a PM who wears kitten heels #kittenheels #PM16 #TheresaMay #AnimalCruelty #animalwelfare https://t.co/5qw6DZcNjd,#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/707411067341635584/jd3hZ4LY_normal.jpg,,,,,,,,
7.53E+17,4610970795,GudrunTee,RT @DoUBelieveInDog: Greyhound racing ban: NSW is looking at the industry from the dogs' point of view https://t.co/17pDmnqEN7 @Conversatio…,#animalwelfare,ANIMAL,0,11,https://pbs.twimg.com/profile_images/747682562978492416/bpmiU1VB_normal.jpg,,,,,,,,
7.53E+17,16267655,KellieRoseWick,RT @DoUBelieveInDog: Greyhound racing ban: NSW is looking at the industry from the dogs' point of view https://t.co/17pDmnqEN7 @Conversatio…,#animalwelfare,ANIMAL,0,11,https://pbs.twimg.com/profile_images/696064411899928580/fcm7_eC7_normal.jpg,,,,,,,,
7.53E+17,2279192051,sjcrossland26,"RT @AnimalsCampaign: #AnimalWelfare 
?
This Photo Reminds Us WHY Fighting For Animals Is So Important????????
?????????https://t.co/J54mBBv0lE https://…",#animalwelfare,ANIMAL,0,69,https://pbs.twimg.com/profile_images/563082456413138944/HslfkCcF_normal.jpeg,,,,,,,,
7.53E+17,179379870,Al_SportsLover,RT @Islands_of_Cats: Woman cures stray cat’s paralysis with massage https://t.co/cwnFpGiEYS #islandsofcats #cats #catlove #catnews #CatsofT…,#animalwelfare,ANIMAL,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,,,,,,,,
7.53E+17,179379870,Al_SportsLover,RT @Islands_of_Cats: Good Morning Cat People! #catnews #islandsofcats #cats #cat #catsoftwitter #feralcats #catlove #animalwelfare https://…,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/753711629381042176/HWczGm-D_normal.jpg,,,,,,,,
7.53E+17,3991108098,dt_next,Infected eyeball of a #Jaguar at #VandalurZoo removed by MVC team https://t.co/2of7ouxw6G  #Chennai #animalwelfare https://t.co/6C26ItzzYz,#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/699049925523341313/WzSXLeUp_normal.jpg,,,,,,,,
7.53E+17,4869210983,Islands_of_Cats,Good Morning Cat People! #catnews #islandsofcats #cats #cat #catsoftwitter #feralcats #catlove #animalwelfare https://t.co/59zPIkx6ez,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/751443704754348032/N_NrYSQF_normal.jpg,,,,,,,,
7.53E+17,2857173381,FecavaVets,RT @fawcettanne: Is understanding #humanbehaviour key to improving #animalwelfare? interview w Suzanne Roger https://t.co/Ye2MVmkPws https:…,#animalwelfare,ANIMAL,0,3,https://pbs.twimg.com/profile_images/660545850112782336/AmR0iqfT_normal.jpg,,,,,,,,
7.53E+17,58613026,Dragofix,"Please don't support #AnimalTorture &amp; #AnimalViolence via #halal, #banhalal #AnimalsMatter #AnimalRights #animalwelfare #AnimalExploitation",#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/749843601069314049/0GUWwJOY_normal.jpg,,,,,,,,
7.53E+17,2530758806,lily_oh_lily_,"Expected better of @NOAA They turn out to be as bad as @USDA #Wildlifeservices.
#animalwelfare https://t.co/2NrHJXbfko",#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/721742990482366464/9W5kpbaI_normal.png,,,,,,,,
7.53E+17,2274586634,rescuenags,RT @CommonsEFRA: We are questioning Minister George Eustice on #animalwelfare issues tomorrow. More information: https://t.co/bW55mOlwnJ,#animalwelfare,ANIMAL,0,5,https://pbs.twimg.com/profile_images/452157642149212160/1abFGQRr_normal.jpeg,,,,,,,,
7.53E+17,49630366,saudade70,RT @CommonsEFRA: We are questioning Minister George Eustice on #animalwelfare issues tomorrow. More information: https://t.co/bW55mOlwnJ,#animalwelfare,ANIMAL,0,5,https://pbs.twimg.com/profile_images/687454528355102721/Ihxmqh8c_normal.jpg,,,,,,,,
7.53E+17,49630366,saudade70,RT @lily_oh_lily_: Sign &amp; Urge Travel Companies to Stop Promoting Cruel Elephant Rides #animalwelfare #elephants https://t.co/YCzR4CQaPM vi…,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/412641640411447296/MHbt5Pe6_normal.jpeg,,,,,,,,
7.53E+17,49630366,saudade70,RT @theheleneugene: I love animals. I love them so frickin' much. #animalwelfare ????????????????#vegan https://t.co/Dy5LNeHEVc,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/739448724150194176/4y5N2w-c_normal.jpg,,,,,,,,
7.53E+17,49630366,saudade70,RT @lulu_lindi: The latest LULU's LOVE4PETZ Tribune! https://t.co/EoUoPylWSq Thanks to @BestAppsOut @hannahlouloulou @SuperGlasgow #animalw…,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/570577014008991744/5pfeXbpr_normal.jpeg,,,,,,,,
7.53E+17,433711408,lulu_lindi,The latest LULU's LOVE4PETZ Tribune! https://t.co/EoUoPylWSq Thanks to @BestAppsOut @hannahlouloulou @SuperGlasgow #animalwelfare,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/378800000167526714/2c1f288565cd72c8252e86dcd3d72239_normal.jpeg,,,,,,,,
7.53E+17,549059463,theheleneugene,I love animals. I love them so frickin' much. #animalwelfare ????????????????#vegan https://t.co/Dy5LNeHEVc,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/443896534074019840/EVemePdZ_normal.jpeg,,,,,,,,
7.53E+17,2530758806,lily_oh_lily_,Sign &amp; Urge Travel Companies to Stop Promoting Cruel Elephant Rides #animalwelfare #elephants https://t.co/YCzR4CQaPM via @PETA,#animalwelfare,ANIMAL,0,1,https://pbs.twimg.com/profile_images/213374563/lisa_camera_012_normal.jpg,,,,,,,,
7.53E+17,412973696,Drusilla_S_,RT @CommonsEFRA: We are questioning Minister George Eustice on #animalwelfare issues tomorrow. More information: https://t.co/bW55mOlwnJ,#animalwelfare,ANIMAL,0,5,https://pbs.twimg.com/profile_images/378800000519492557/881f1297784bb0feb60e233d7b4bff81_normal.jpeg,,,,,,,,
7.53E+17,778720418,eduentrepreneu,"?? ""These ducklings rescued in L.A. are incredibly adorable"" #animals #animalwelfare 
https://t.co/eOomONDS0H",#animalwelfare,ANIMAL,0,0,https://pbs.twimg.com/profile_images/1516808951/african-lion-2-1280x800_normal.jpg,,,,,,,,
7.53E+17,1333402975,mariama96883659,"RT @savino_lucy: Extinction Is Forever*
#Extinction 
#AnimalWelfare 
#animalmovement 
#animalrescue 
#AnimalRights https://t.co/IqrzKKdRpF",#animalwelfare,ANIMAL,0,3,https://pbs.twimg.com/profile_images/573625395687260160/LSWxz9_N_normal.jpeg,,,,,,,,
7.53E+17,30588028,JoJo_Angelus,"RT @dan710ths: #TrophyHunters, ever considered NOT killing animals for fun? You'd be less of an embarrassment to our species. Just a though…",#animalwelfare,ANIMAL,0,10,https://pbs.twimg.com/profile_images/378800000027069606/1ba76f24f9030327222fe9bd34afb0d9_normal.jpeg,,,,,,,,
